"via_img_id","filename","size","name","x","y","width","height","order","conf_order","insect_body_view","box_img_quality","suborder","conf_suborder","infraorder","conf_infraorder","superfamily","conf_superfamily","family","conf_family","clustergenera","conf_clustergenera","genus","conf_genus","species","conf_species","species_sex","conf_species_sex","notes","id_box"
"IMG_0675.JPG899513","IMG_0675.JPG",899513,"rect",1061,929,160,178,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0676.JPG901246","IMG_0676.JPG",901246,"rect",1055,927,170,178,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0677.JPG900137","IMG_0677.JPG",900137,"rect",1057,913,158,190,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0678.JPG899297","IMG_0678.JPG",899297,"rect",1051,921,174,180,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0679.JPG894427","IMG_0679.JPG",894427,"rect",1063,913,168,196,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0680.JPG870165","IMG_0680.JPG",870165,"rect",1059,907,170,198,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0681.JPG873618","IMG_0681.JPG",873618,"rect",1063,915,158,194,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0682.JPG871323","IMG_0682.JPG",871323,"rect",1063,917,148,198,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0683.JPG871715","IMG_0683.JPG",871715,"rect",1067,911,144,198,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0684.JPG898320","IMG_0684.JPG",898320,"rect",1055,925,158,184,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0685.JPG889482","IMG_0685.JPG",889482,"rect",1079,915,135,195,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0686.JPG898046","IMG_0686.JPG",898046,"rect",1074,923,153,182,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0687.JPG895008","IMG_0687.JPG",895008,"rect",1070,898,155,210,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0688.JPG898767","IMG_0688.JPG",898767,"rect",1060,913,168,195,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0689.JPG898133","IMG_0689.JPG",898133,"rect",1059,922,159,184,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0690.JPG897864","IMG_0690.JPG",897864,"rect",1055,924,164,188,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0691.JPG898468","IMG_0691.JPG",898468,"rect",1059,926,155,177,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0692.JPG895753","IMG_0692.JPG",895753,"rect",1059,918,171,186,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0693.JPG896172","IMG_0693.JPG",896172,"rect",1059,906,162,204,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0694.JPG894047","IMG_0694.JPG",894047,"rect",1050,909,171,193,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0695.JPG897047","IMG_0695.JPG",897047,"rect",1048,916,177,190,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0696.JPG898532","IMG_0696.JPG",898532,"rect",1052,911,168,199,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0697.JPG896380","IMG_0697.JPG",896380,"rect",1064,925,166,184,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0698.JPG894790","IMG_0698.JPG",894790,"rect",1062,935,162,171,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0698.JPG894790","IMG_0698.JPG",894790,"rect",1212,412,288,354,"Hymenoptera","low",NA,"low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark, unclear image",2
"IMG_0699.JPG891216","IMG_0699.JPG",891216,"rect",1175,574,350,193,"Hymenoptera","low",NA,"low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark, unclear image",1
"IMG_0699.JPG891216","IMG_0699.JPG",891216,"rect",1062,917,168,188,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",2
"IMG_0700.JPG896865","IMG_0700.JPG",896865,"rect",1057,906,175,202,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0700.JPG896865","IMG_0700.JPG",896865,"rect",1146,519,332,244,"Hymenoptera","low",NA,"low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark, unclear image",2
"IMG_0701.JPG894281","IMG_0701.JPG",894281,"rect",1061,917,166,191,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0701.JPG894281","IMG_0701.JPG",894281,"rect",1123,519,337,208,"Hymenoptera","low",NA,"low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark, unclear image",2
"IMG_0702.JPG896822","IMG_0702.JPG",896822,"rect",1057,904,166,204,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0702.JPG896822","IMG_0702.JPG",896822,"rect",1108,467,277,259,"Hymenoptera","low",NA,"low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark, unclear image",2
"IMG_0703.JPG894411","IMG_0703.JPG",894411,"rect",1057,911,179,197,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0703.JPG894411","IMG_0703.JPG",894411,"rect",1095,474,242,321,"Hymenoptera","low",NA,"low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark, unclear image",2
"IMG_0704.JPG894501","IMG_0704.JPG",894501,"rect",1059,906,175,206,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0704.JPG894501","IMG_0704.JPG",894501,"rect",1064,531,239,372,"Hymenoptera","low",NA,"low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark, unclear image",2
"IMG_0705.JPG893636","IMG_0705.JPG",893636,"rect",1051,926,175,177,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0705.JPG893636","IMG_0705.JPG",893636,"rect",1066,530,235,361,"Hymenoptera","low",NA,"low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark, unclear image",2
"IMG_0706.JPG891700","IMG_0706.JPG",891700,"rect",1064,928,155,186,"Coleoptera",NA,NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0706.JPG891700","IMG_0706.JPG",891700,"rect",1044,623,279,319,"Hymenoptera","low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark, unclear image",2
"IMG_0707.JPG892656","IMG_0707.JPG",892656,"rect",1043,922,164,171,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0707.JPG892656","IMG_0707.JPG",892656,"rect",1081,676,239,323,"Hymenoptera","low",NA,"low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark, unclear image",2
"IMG_0708.JPG892756","IMG_0708.JPG",892756,"rect",1048,919,153,179,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0708.JPG892756","IMG_0708.JPG",892756,"rect",991,694,350,277,"Hymenoptera","low",NA,"low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark, unclear image",2
"IMG_0709.JPG892520","IMG_0709.JPG",892520,"rect",1048,911,162,197,"Coleoptera","high",NA,"low",NA,NA,NA,NA,NA,NA,"Scarabaeidae","high",NA,NA,"Cetonia","medium",NA,NA,NA,NA,"dark, unclear image",1
"IMG_0709.JPG892520","IMG_0709.JPG",892520,"rect",1028,682,297,292,"Hymenoptera","low",NA,"low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark, unclear image",2
"IMG_0710.JPG892238","IMG_0710.JPG",892238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0711.JPG891953","IMG_0711.JPG",891953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0712.JPG918980","IMG_0712.JPG",918980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0713.JPG915390","IMG_0713.JPG",915390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0714.JPG916050","IMG_0714.JPG",916050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0715.JPG918336","IMG_0715.JPG",918336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0716.JPG891449","IMG_0716.JPG",891449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0717.JPG886581","IMG_0717.JPG",886581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0718.JPG885225","IMG_0718.JPG",885225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0719.JPG907881","IMG_0719.JPG",907881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0720.JPG906846","IMG_0720.JPG",906846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0721.JPG898988","IMG_0721.JPG",898988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0722.JPG885009","IMG_0722.JPG",885009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0723.JPG874986","IMG_0723.JPG",874986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0724.JPG871325","IMG_0724.JPG",871325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0725.JPG871313","IMG_0725.JPG",871313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0726.JPG869860","IMG_0726.JPG",869860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0727.JPG869334","IMG_0727.JPG",869334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0728.JPG870047","IMG_0728.JPG",870047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0729.JPG866613","IMG_0729.JPG",866613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0730.JPG868413","IMG_0730.JPG",868413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0731.JPG868691","IMG_0731.JPG",868691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0732.JPG851180","IMG_0732.JPG",851180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0733.JPG808567","IMG_0733.JPG",808567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0734.JPG810460","IMG_0734.JPG",810460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0735.JPG809974","IMG_0735.JPG",809974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0736.JPG815042","IMG_0736.JPG",815042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0737.JPG816748","IMG_0737.JPG",816748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0738.JPG823944","IMG_0738.JPG",823944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0739.JPG831700","IMG_0739.JPG",831700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0740.JPG789485","IMG_0740.JPG",789485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0741.JPG798743","IMG_0741.JPG",798743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0742.JPG804281","IMG_0742.JPG",804281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0743.JPG802959","IMG_0743.JPG",802959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0744.JPG803464","IMG_0744.JPG",803464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0745.JPG801435","IMG_0745.JPG",801435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0746.JPG798083","IMG_0746.JPG",798083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0747.JPG800711","IMG_0747.JPG",800711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0748.JPG786279","IMG_0748.JPG",786279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0749.JPG772178","IMG_0749.JPG",772178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0750.JPG766272","IMG_0750.JPG",766272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0751.JPG730206","IMG_0751.JPG",730206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0752.JPG751030","IMG_0752.JPG",751030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0753.JPG723462","IMG_0753.JPG",723462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0754.JPG720276","IMG_0754.JPG",720276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0755.JPG715064","IMG_0755.JPG",715064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0756.JPG718319","IMG_0756.JPG",718319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0757.JPG723107","IMG_0757.JPG",723107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0758.JPG721180","IMG_0758.JPG",721180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0759.JPG729214","IMG_0759.JPG",729214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0760.JPG731685","IMG_0760.JPG",731685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0761.JPG729321","IMG_0761.JPG",729321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0762.JPG757019","IMG_0762.JPG",757019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0763.JPG760750","IMG_0763.JPG",760750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0764.JPG739197","IMG_0764.JPG",739197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0765.JPG700491","IMG_0765.JPG",700491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0766.JPG703826","IMG_0766.JPG",703826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0767.JPG701083","IMG_0767.JPG",701083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0768.JPG687746","IMG_0768.JPG",687746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0769.JPG703747","IMG_0769.JPG",703747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0770.JPG675411","IMG_0770.JPG",675411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0771.JPG674607","IMG_0771.JPG",674607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0772.JPG703297","IMG_0772.JPG",703297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0773.JPG666767","IMG_0773.JPG",666767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0774.JPG709884","IMG_0774.JPG",709884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0775.JPG689554","IMG_0775.JPG",689554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0776.JPG691576","IMG_0776.JPG",691576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0777.JPG693811","IMG_0777.JPG",693811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0778.JPG715593","IMG_0778.JPG",715593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0779.JPG759596","IMG_0779.JPG",759596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0780.JPG760727","IMG_0780.JPG",760727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0781.JPG759686","IMG_0781.JPG",759686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0782.JPG763285","IMG_0782.JPG",763285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
